Id	Name	Department
1724	"Filomena, Carol Ann"	Pathology
1725	"Fischer, Bernard Martin"	Pediatrics
1726	"Sunday, Mary Elizabeth Anne"	Pathology
1727	"Walker, Julia K.L."	School of Nursing
1728	"Greenberg, Joel Alter"	Electrical and Computer Engineering
1729	"Fish, Laura Jane"	Community and Family Medicine
1730	"Garst, Jennifer Lynn"	Medicine
1731	"Kelley, Michael John"	Medicine
1732	"Haque, Mahfuzul"	Medicine
1733	"Kay, Aaron Charles"	Fuqua School of Business
1734	"Flanagan Jr., Owen"	Philosophy
1735	"Kertai, Miklos David"	Anesthesiology
1736	"Ibarra Drendall, Catherine"	Medicine
1737	"Stouder, April Loehmer"	Community and Family Medicine
1738	"Gbadegesin, Rasheed Adebayo"	Pediatrics
1739	"Rabinovich, Consuelo Egla Diana"	Pediatrics
1740	"Forman, Leslie M."	Psychiatry & Behavioral Sciences
1741	"Forte, Maurizio"	Classical Studies
1742	"Forward, Richard B."	Marine Science and Conservation
1743	"Foster, Mary Helen"	Medicine
1744	"Que, Loretta Georgina"	Medicine
1745	"Zhou, Shutang"	Pathology
1746	"Fox, Donald T"	Pharmacology & Cancer Biology
1747	"Francis, Jennifer"	Fuqua School of Business
1748	"Olsson, Per"	Fuqua School of Business
1749	"Schipper, Katherine"	Fuqua School of Business
1750	"Frank, Michael M."	Pediatrics
1751	"Jiang, Haixiang"	Pediatrics
1752	"Frankenberg, Elizabeth"	Sanford School of Public Policy
1753	"Thomas, Duncan"	Economics
1754	"Frank-Ito, Dennis Onyeka"	Surgery
1755	"Franks, Kevin Michael"	Neurobiology
1756	"Franz, Katherine J."	Chemistry
1757	"Fras, Anne Marie"	Anesthesiology
1758	"Leary, Mark Richard"	Psychology and Neuroscience
1759	"Fraser, Matthew Oliver"	Surgery
1760	"Frederick, Heather Jane"	Anesthesiology
1761	"Taekman, Jeffrey Marc"	Anesthesiology
1762	"Routh, Jonathan Charles"	Surgery
1763	"Freedman, Neil Jonathan"	Medicine
1764	"Zhang, Lisheng"	Medicine
1765	"Vigna, Steven R."	Cell Biology
1766	"McGraw, Thomas Anthony"	Surgery
1767	"Stolp, Bryant Walter"	Anesthesiology
1768	"Schneider, Susan Moeller"	School of Nursing
1769	"Lee, Sunhee"	Medicine
1770	"Fry, Brendan C"	Mathematics
1771	"Zucker, Nancy Lee"	Psychiatry
1772	"Fulkerson, Mary M."	Divinity School
1773	"Furtado, Gustavo PT"	Romance Studies
1774	"Gaede, Jane Taylor"	Pathology
1775	"McConkie-Rosell, Allyn"	Pediatrics
1776	"McDonald, Marie Theresa"	Pediatrics
1777	"Gaillard, Stephanie L"	Medicine
1778	"Kansagra, Sujay Mansukhlal"	Pediatrics
1779	"Lewis Jr., Darrell Vincent"	Pediatrics
1780	"McNamara Sr., James O'Connell"	Neurobiology
1781	"Sinha, Saurabh Ranjan"	Neurology
1782	"Klein, Stephen Matthew"	Anesthesiology
1783	"Melton, M. Stephen"	Anesthesiology
1784	"MacLeod, David Brett"	Anesthesiology
1785	"Tucker, Marcy Schwartz"	Anesthesiology
1786	"Nielsen, Karen Cristina"	Anesthesiology
1787	"Gandhi, Parag D"	Ophthalmology
1788	"Gao, Haiyan"	Physics
1789	"Liu, Jian-Guo"	Physics
1790	"Howell, Calvin R."	Physics
1791	"Hardaker Jr., William Thomas"	Orthopaedics
1792	"Garrigues, Grant Edward"	Orthopaedics
1793	"GASPAROVIC, ELLEN KATHERINE"	Mathematics
1794	"Venakides, Stephanos"	Mathematics
1795	"Gavin, Henri P."	Civil and Environmental Engineering
1796	"Reiter, Jerome P."	Statistical Science
1797	"Muir, Andrew Joseph"	Medicine
1798	"George, Stephen L."	Biostatistics & Bioinformatics
1799	"McEvoy, Joseph Patrick"	Psychiatry & Behavioral Sciences
1800	"Roggli, Victor Louis"	Pathology
1801	"Ossmann, Eric William"	Surgery
1802	"Gereffi, Gary"	Sociology
1803	"Gervais, Simon"	Fuqua School of Business
1804	"Gesty-Palmer, Diane"	Medicine
1805	"Getz, Jayce Robert"	Mathematics
1806	"Gheith, Jehanne"	Slavic and Eurasian Studies
1807	"Gibson, Joshua"	Art of the Moving Image
1808	"Ginsberg, Brian"	Anesthesiology
1809	"Simmons, Leigh Ann"	School of Nursing
1810	"Glander, Kenneth Earl"	Evolutionary Anthropology
1811	"Taylor, Andrea Beth"	Community and Family Medicine
1812	"Glass, Jeffrey"	Electrical and Computer Engineering
1813	"Goknar, Erdag"	#N/A
1814	"Gold, Deborah T."	Psychiatry & Behavioral Sciences
1815	"Goldberg, Joel Steven"	Anesthesiology
1816	"Golden, Jay"	Earth and Ocean Sciences
1817	"Goldman, Shalom Lawrence"	Religious Studies
1818	"Goldner, Richard Douglas"	Orthopaedics
1819	"Todd, Jamie Lynn"	Medicine
1820	"He, Xiao-Ping"	Neurology
1821	"Silver, Debra Lynn"	Molecular Genetics and Microbiology
1822	"Gonzalez, Jose M."	Classical Studies
1823	"Yuan, Fan"	Biomedical Engineering
1824	"Goodacre, Mark S."	Religious Studies
1825	"Reiman, Michael Patrick"	Community and Family Medicine
1826	"Gordon, David Charles"	Surgery
1827	"Murray, Brian"	Environmental Sciences and Policy
1828	"Goss, Kristin Anne"	Sanford School of Public Policy
1829	"Grabowski, Henry G."	Economics
1830	"Graham, John R."	Fuqua School of Business
1831	"Harvey, Campbell R."	Fuqua School of Business
1832	"Puri, Manju"	Fuqua School of Business
1833	"Grandl, Jorg"	Neurobiology
1834	"Granek, Joshua Aaron"	Biostatistics & Bioinformatics
1835	"Magwene, Paul Mitaari"	Biology
1836	"Mills, James Steven"	Medicine
1837	"Grant, Augustus Oliver"	Medicine
1838	"Gray, Alice Lee"	Medicine
1839	"Green, Deanna Mae"	Pediatrics
1840	"Greenberg, Arthur"	Medicine
1841	"Greenblatt, Lawrence Howard"	Medicine
1842	"Zipkin, Daniella Ann"	Medicine
1843	"Greene, Nathaniel Howard"	Anesthesiology
1844	"Greenfield Jr., Joseph Cholmondeley"	Medicine
1845	"Greenleaf, Arno Lee"	Biochemistry
1846	"Greenup, Rachel Adams"	Surgery
1847	"Mackey, Aimee Marlena"	Surgery
1848	"Lausier, Evangeline R."	Medicine
1849	"Smoski, Moria Joy"	Psychiatry & Behavioral Sciences
1850	"Nilsson Jr., Kent Ronald"	Medicine
1851	"Groh, Jennifer M."	Psychology and Neuroscience
1852	"Merwin, Rhonda M"	Psychiatry & Behavioral Sciences
1853	"Roy, Lance Atlas"	Anesthesiology
1854	"Grosz, Elizabeth"	Women's Studies
1855	"Hsieh, Tao-shih"	Biochemistry
1856	"Lee, Seok-Yong"	Biochemistry
1857	"Liedtke, Wolfgang Bernhard"	Neurology
1858	"Wang, Fan"	Neurobiology
1859	"Lo, Donald Ching-Tze"	Neurobiology
1860	"Yu, Yen-Rei Andrea"	Medicine
1861	"Guo, Hongtao"	Surgery
1862	"Gustafson, Michael"	Electrical and Computer Engineering
1863	"Huettel, Lisa Gresham"	Electrical and Computer Engineering
1864	"Nadeau, Joseph C."	Civil and Environmental Engineering
1865	"Schaad, David E."	Civil and Environmental Engineering
1866	"Rowell, Jennifer Voigt"	Medicine
1867	"Gwyther, Lisa Pepper"	Psychiatry & Behavioral Sciences
1868	"Haase, Steven B."	Biology
1869	"Olufolabi, Adeyemi John"	Anesthesiology
1870	"Hadjioannou, Markos"	Literature
1871	"Haff, Peter K."	Earth and Ocean Sciences
1872	"Hahn, Carol Anne"	Radiation Oncology
1873	"Hain, Richard"	Mathematics
1874	"Richter, Daniel D."	Environmental Sciences and Policy
1875	"Vandenberg, John"	Environmental Sciences and Policy
1876	"Zhang, Yunyan"	Dermatology
1877	"Hall, Bruce S."	History
1878	"Hall, William Charles"	Neurobiology
1879	"Hallows, Rhett Kendall"	Orthopaedics
1880	"Halpin, Patrick N."	Marine Science and Conservation
1881	"Johnston, David William"	Marine Science and Conservation
1882	"Nowacek, Douglas"	Marine Science and Conservation
1883	"Urban, Dean L."	Environmental Sciences and Policy
1884	"Hammer, Gianna"	Immunology
1885	"Hammond, Timothy Grant"	Medicine
1886	"Hamoudi, Amar"	Sanford School of Public Policy
1887	"Jeuland, Marc A."	Sanford School of Public Policy
1888	"Pattanayak, Subhrendu K."	Sanford School of Public Policy
1889	"Hardt, Michael"	Literature
1890	"Hargrove, Amanda Elaine"	Chemistry
1891	"Harris, Alex"	Sanford School of Public Policy
1892	"Hash II, Thomas Walter"	Radiology
1893	"Hassan, Mona"	Religious Studies
1894	"Hasso, Frances Susan"	Women's Studies
1895	"Ragsdale, Luna Chen"	Surgery
1896	"Knaack, William R."	Medicine
1897	"Hays, Judith C."	School of Nursing
1898	"Haystead, Clare Mhairi"	Radiology
1899	"Wang, Honggang"	Medicine
1900	"Racioppi, Luigi"	Medicine
1901	"Liton, Paloma Borrajo"	Ophthalmology
1902	"Heffernan, James Brendan"	Environmental Sciences and Policy
1903	"Wang, Xiao-Fan"	Pharmacology & Cancer Biology
1904	"Hench, James"	Marine Science and Conservation
1905	"Henderson, Heather Tripp"	Pediatrics
1906	"Matters, Loretta Mary"	School of Nursing
1907	"Lombardi, Marilyn May"	School of Nursing
1908	"Williams, Christina L."	Psychology and Neuroscience
1909	"Hertzberg, Barbara Spector"	Radiology
1910	"Hickey, Patrick Thomas"	Neurology
1911	"Stacy, Mark Allen"	Neurology
1912	"Hillygus, Dione Sunshine"	Political Science
1913	"Hilton, Andrew Douglas"	Electrical and Computer Engineering
1914	"HILTON, MATTHEW JAMES"	Orthopaedics
1915	"Sosa, Julie Ann"	Surgery
1916	"Hobson-Webb, Lisa Deneen"	Neurology
1917	"Juel, Vern Charles"	Neurology
1918	"Mhoon, Justin"	Neurology
1919	"Massey, Janice Munn"	Neurology
1920	"Sanders, Donald Benjamin"	Neurology
1921	"Hochgeschwender, Ute"	Neurobiology
1922	"Jarvis, Erich David"	Neurobiology
1923	"Hockenberry, Marilyn J"	School of Nursing
1924	"Rodgers, Cheryl C"	School of Nursing
1925	"Hohmeier, Hans-Ewald"	Medicine
1926	"Moss, Larry Gene"	Medicine
1927	"Knobel, Robin Britt"	School of Nursing
1928	"Ingram, Jennifer Leigh"	Medicine
1929	"Wang, Ying"	Medicine
1930	"Hoover, Kevin Douglas"	Economics
1931	"Hotz, Nico"	Mechanical Engineering and Materials Science
1932	"Howard, Brandon Augustus"	Radiology
1933	"Reid, Chantal D."	Biology
1934	"Hsieh, David A."	Fuqua School of Business
1935	"Schwartz-Bloom, Rochelle Denenberg"	Pharmacology & Cancer Biology
1936	"Huang, Andrew T."	Medicine
1937	"Huang, Erich Senin"	Biostatistics & Bioinformatics
1938	"Zhu, Jiangao"	Medicine
1939	"Moorman, Christine"	Fuqua School of Business
1940	"Hueckel, Tomasz"	Civil and Environmental Engineering
1941	"Kranton, Rachel"	Economics
1942	"Hull, Court Alan"	Neurobiology
1943	"Johnson, Zackary"	Marine Science and Conservation
1944	"Hutter, Reinhard"	Divinity School
1945	"Wu, Bei"	School of Nursing
1946	"Hyslop, Theresa Marie"	Biostatistics & Bioinformatics
1947	"Idriss, Salim Farouk"	Pediatrics
1948	"Neu, Wanda Krassowska"	Biomedical Engineering
1949	"Yashin, Anatoli I."	Social Science Research Institute
1950	"Pratson, Lincoln F."	Earth and Ocean Sciences
1951	"Porporato, Amilcare"	Civil and Environmental Engineering
1952	"Newell, Richard G."	Environmental Sciences and Policy
1953	"Plata, Desiree Louise"	Civil and Environmental Engineering
1954	"Jaimovich, Nir"	Economics
1955	"James, Tamara M."	Community and Family Medicine
1956	"Jang, David W"	Surgery
1957	"Jaquiss, Robert"	Surgery
1958	"Jenson, Deborah"	Romance Studies
1959	"Szabo, Victoria"	Art
1960	"Jentleson, Bruce W."	Sanford School of Public Policy
1961	"Weinthal, Erika S."	Environmental Sciences and Policy
1962	"Ji, Ru-Rong"	Anesthesiology
1963	"Xu, Zhenzhong"	Anesthesiology
1964	"Tracey Jr., William Daniel"	Anesthesiology
1965	"Johnsen, Sonke"	Biology
1966	"Sullivan, Dori Taylor"	School of Nursing
1967	"Lyn, Michelle Jacqueline"	Community and Family Medicine
1968	"Payne, Richard"	Medicine
1969	"Johnson, Tana L."	Sanford School of Public Policy
1970	"Johnson, Timothy Lawrence"	Earth and Ocean Sciences
1971	"Patino-Echeverri, Dalia"	Environmental Sciences and Policy
1972	"Johnston, Christopher David"	Political Science
1973	"Liu, Qing Huo"	Electrical and Computer Engineering
1974	"Jordt, Sven Eric"	Anesthesiology
1975	"Liu, Boyi"	Anesthesiology
1976	"Joseph, John"	Fuqua School of Business
1977	"Joshi, Anand B."	Orthopaedics
1978	"Juvvadi, Praveen Rao"	Pediatrics
1979	"Kamei, Robert Ken"	Pediatrics
1980	"Kravitz, Richard Mark"	Pediatrics
1981	"Kasibhatla, Prasad S."	Environmental Sciences and Policy
1982	"Kastan, Michael Barry"	Pharmacology & Cancer Biology
1983	"Matsunami, Hiroaki"	Molecular Genetics and Microbiology
1984	"Katsouleas, Thomas"	Electrical and Computer Engineering
1985	"Khlystov, Andrey"	Civil and Environmental Engineering
1986	"Kumar, Mukesh"	Environmental Sciences and Policy
1987	"Katz, David F."	Biomedical Engineering
1988	"Kaul, Mala Shaykher"	Medicine
1989	"Kay, Jeremy N."	Neurobiology
1990	"Kay, Richard Frederick"	Evolutionary Anthropology
1991	"Raynor, Eileen Margolies"	Surgery
1992	"Kearney, Hutton Moore"	Pathology
1993	"Keenan, Robert Thomas"	Medicine
1994	"Keene, Jack Donald"	Molecular Genetics and Microbiology
1995	"Keeney, Ralph L."	Fuqua School of Business
1996	"Nau, Robert F."	Fuqua School of Business
1997	"Kelley, Judith"	Sanford School of Public Policy
1998	"Kelly, Roy"	Sanford School of Public Policy
1999	"Kim, Grace Jewel"	Radiation Oncology
2000	"Kim, Hwansoo"	Religious Studies
2001	"Kim, So Young"	Molecular Genetics and Microbiology
2002	"Kimbrough, Kent P."	Economics
2003	"Kirk, Robin"	Cultural Anthropology
2004	"Kitschelt, Herbert P."	Political Science
2005	"Klein, Emily M."	Earth and Ocean Sciences
2006	"Klingensmith, John Archbold"	Cell Biology
2007	"Klotman, Mary E"	Medicine
2008	"Knio, Omar Mohamad"	Mechanical Engineering and Materials Science
2009	"Ko, Dennis"	Molecular Genetics and Microbiology
2010	"Tobin, David Maurice"	Molecular Genetics and Microbiology
2011	"Koelle, Katharina V."	Biology
2012	"Mattingly, Jonathan Christopher"	Mathematics
2013	"Reed, Michael C."	Mathematics
2014	"Whetten, Kathryn"	Sanford School of Public Policy
2015	"Kohrt, Brandon A."	Psychiatry & Behavioral Sciences
2016	"Walther, Philip John"	Surgery
2017	"Washington, Edith Lacey"	Radiology
2018	"Kramer, Randall"	Environmental Sciences and Policy
2019	"Krangel, Michael S."	Immunology
2020	"Kreissman, Susan Gail"	Pediatrics
2021	"Kreuzer, Kenneth N."	Biochemistry
2022	"Krishna, Anirudh"	Sanford School of Public Policy
2023	"Krolik, Jeffrey L."	Electrical and Computer Engineering
2024	"Rose, Jed Eugene"	Psychiatry & Behavioral Sciences
2025	"Zhang, Wei"	Psychiatry & Behavioral Sciences
2026	"Yoder, Anne Daphne"	Biology
2027	"Lisanby, Sarah Hollingsworth"	Psychiatry & Behavioral Sciences
2028	"McClintock, Shawn Michael"	Psychiatry & Behavioral Sciences
2029	"Kucera, Kristen Leigh"	Community and Family Medicine
2030	"Kuehn, Margarethe Joanna"	Biochemistry
2031	"Roberts, Craig D"	Duke Institute for Brain Sciences
2032	"Simon, Sidney Arthur"	Neurology
2033	"Stangl, Dalene K."	Statistical Science
2034	"Kulchina, Elena"	Fuqua School of Business
2035	"Rhee, Eleanor Hoon Joo"	Obstetrics and Gynecology
2036	"Price, Thomas Michael"	Obstetrics and Gynecology
2037	"Kumar, Amy Shah"	Surgery
2038	"Walsh, Molly McCarthy"	Ophthalmology
2039	"Kuran, Timur"	Economics
2040	"Pizoli, Carolyn Elizabeth"	Pediatrics
2041	"Sun, Jessica Muller"	Pediatrics
2042	"Worley, Gordon"	Pediatrics
2043	"Lachiewicz, Ave Maria"	Pediatrics
2044	"Lambe, Camille Eckerd"	School of Nursing
2045	"Lampel, Heather Pamela"	Dermatology
2046	"Land, Kenneth C."	Sociology
2047	"Stallard, Patrick J. Eric"	Social Science Research Institute
2048	"Landry, Michel Daniel"	Community and Family Medicine
2049	"Lantos, Paul Michael"	Medicine
2050	"Larrick, Richard P."	Fuqua School of Business
2051	"Wade-Benzoni, Kimberly A."	Fuqua School of Business
2052	"Soll, Jack B."	Fuqua School of Business
2053	"Lasch, Pedro"	Art
2054	"Pendergast, Ann Marie"	Pharmacology & Cancer Biology
2055	"Layton, Harold"	Mathematics
2056	"Lew, Daniel Julio"	Pharmacology & Cancer Biology
2057	"Moss, Robert Graeme"	Mathematics
2058	"Le, Ngoc-Bich"	Surgery
2059	"Lechler, Terry H."	Dermatology
2060	"Soderling, Scott Haydn"	Cell Biology
2061	"Lee, Benjamin C"	Electrical and Computer Engineering
2062	"Lee, Kun Shan"	Asian and Middle Eastern Studies
2063	"Lee, Linda S."	Medical Education
2064	"Lee, Tong Hyon"	Psychiatry & Behavioral Sciences
2065	"Peindl, Kathleen S."	Psychiatry & Behavioral Sciences
2066	"Wiener, Dana Nowicki"	Anesthesiology
2067	"LeGrand, Sara H."	Duke Global Health Institute
2068	"Pence, Brian Wells"	Community and Family Medicine
2069	"McAllaster, Carolyn"	School of Law
2070	"Leight Jr., George Staples"	Surgery
2071	"Leighten, Patricia"	Art
2072	"Lentz, Aaron Claude"	Surgery
2073	"Lesesky, Erin Bialas"	Dermatology
2074	"Mithani, Suhail Kamrudin"	Surgery
2075	"Linney, Elwood Albert"	Molecular Genetics and Microbiology
2076	"Rosenthal, Mark Zachary"	Psychiatry & Behavioral Sciences
2077	"Maggioni, Mauro"	Mathematics
2078	"Westman, Eric Charles"	Medicine
2079	"Lewin, Arie Y."	Fuqua School of Business
2080	"Li, Fang"	Dermatology
2081	"Li, Fan"	Statistical Science
2082	"Li, Jia"	Economics
2083	"Zhang, Weiguo"	Immunology
2084	"Zhu, Minghua"	Immunology
2085	"Zhuang, Yuan"	Immunology
2086	"Lieber, Laura Suzanne"	Religious Studies
2087	"Lind, E. Allan"	Fuqua School of Business
2088	"Perz Edwards, Alyssa"	Biology
2089	"Luber, Bruce M."	Psychiatry & Behavioral Sciences
2090	"Lisberger, Stephen Gates"	Neurobiology
2091	"Lischer, Richard"	Divinity School
2092	"Liss, Jason Aaron"	Ophthalmology
2093	"Litvintseva, Anastasia P."	Molecular Genetics and Microbiology
2094	"Livingston, Elizabeth Gresham"	Obstetrics and Gynecology
2095	"Lo, Mbaye"	Asian and Middle Eastern Studies
2096	"Turi, Jennifer Lilly"	Pediatrics
2097	"Lombard, Frederick Wilhelm"	Anesthesiology
2098	"Longino, Michele"	Romance Studies
2099	"Yellen, Benjamin"	Mechanical Engineering and Materials Science
2100	"Lopomo, Giuseppe"	Fuqua School of Business
2101	"Marx, Leslie M."	Fuqua School of Business
2102	"Sun, Peng"	Fuqua School of Business
2103	"McAdams, David"	Fuqua School of Business
2104	"Lozier, M. Susan"	Earth and Ocean Sciences
2105	"Ma, Li"	Statistical Science
2106	"Machanavajjhala, Ashwinkumar Venkatanaga"	Computer Science
2107	"MacIver, Nancie Jo"	Pediatrics
2108	"MacPhail, Richard"	Chemistry
2109	"Price, Marva L. Mizell"	School of Nursing
2110	"Maddox, Randy L."	Divinity School
2111	"Robinson, Grant Alan"	Surgery
2112	"Maggs, Bruce"	Computer Science
2113	"Maguire, Lynn A."	Environmental Sciences and Policy
2114	"Makhulu, Anne-Maria B."	Cultural Anthropology
2115	"Maksimova, Elena A"	Slavic and Eurasian Studies
2116	"Malcolmson, Steven Joseph"	Chemistry
2117	"MALESKY, EDMUND James"	Political Science
2118	"Malkin, Robert A."	Biomedical Engineering
2119	"Malone, David M."	Education
2120	"Tharwani, Haresh M."	Psychiatry & Behavioral Sciences
2121	"Mann-Wrobel, Monica C."	Psychiatry & Behavioral Sciences
2122	"Manos, Paul S."	Biology
2123	"Ota, David Masao"	Surgery
2124	"Marcus, Jeffrey Robert"	Surgery
2125	"Rubin, Geoffrey D"	Radiology
2126	"Marshall Turman, Eboni"	Divinity School
2127	"Marshall, David Evelyn"	Divinity School
2128	"Martinez, Salutario"	Radiology
2129	"Maselko, Joanna Asia"	Psychiatry & Behavioral Sciences
2130	"Mason, Robert M."	Surgery
2131	"Massey, Edward Wayne"	Neurology
2132	"Matchar, David Bruce"	Medicine
2133	"Mathey-Prevot, Bernard"	Pharmacology & Cancer Biology
2134	"Matory, James Lorand"	Cultural Anthropology
2135	"Maurel, Arnaud Pierre"	Economics
2136	"Mayer, Frederick W."	Sanford School of Public Policy
2137	"Venkatachalam, Mohan"	Fuqua School of Business
2138	"Maziarz, Eileen"	Medicine
2139	"Mazuka, Reiko"	Psychology and Neuroscience
2140	"Mazumdar, Sucheta"	History
2141	"McCarthy, Jeanette Just"	Community and Family Medicine
2142	"McClay Jr., David R."	Biology
2143	"McCusker, John Henry"	Molecular Genetics and Microbiology
2144	"McDevitt, Ryan Carty"	Fuqua School of Business
2145	"Norris, John David"	Pharmacology & Cancer Biology
2146	"McGlynn, Brian"	Earth and Ocean Sciences
2147	"McGoff, Kevin Alexander"	Mathematics
2148	"McGuinness, Gail Ann"	Pediatrics
2149	"St. Geme III, Joseph William"	Pediatrics
2150	"Stockman III, James Anthony"	Pediatrics
2151	"McIntosh, Thomas James"	Cell Biology
2152	"McLean, Heather Seabury"	Pediatrics
2153	"Pan, Enhui"	Neurology
2154	"McWilliam, Neil Finlay"	Art
2155	"Meade, Kristin"	Medicine
2156	"Medina, Miguel A."	Civil and Environmental Engineering
2157	"Mehen, Thomas C."	Physics
2158	"Springer, Roxanne P."	Physics
2159	"Mela, Carl Frederick"	Fuqua School of Business
2160	"Meliones, Jon Nicolaos"	Pediatrics
2161	"Merli, M. Giovanna"	Sanford School of Public Policy
2162	"Morgan, S. Philip"	Sociology
2163	"Moody, James"	Sociology
2164	"Merwin, Elizabeth"	School of Nursing
2165	"Metjian, Ara Dickran"	Medicine
2166	"Metjian, Hilda Morillas"	Medicine
2167	"Meyer, William Steven"	Psychiatry & Behavioral Sciences
2168	"Mignolo, Walter"	Literature
2169	"Mikkelsen, Maiken"	Electrical and Computer Engineering
2170	"Miller, Ezra"	Mathematics
2171	"Mirovitskaya, Natalia S."	Sanford School of Public Policy
2172	"Misra, Uma Kant"	Pathology
2173	"Mitchell, Thomas Greenfield"	Molecular Genetics and Microbiology
2174	"Rausher, Mark D."	Biology
2175	"Mohanan, Manoj"	Sanford School of Public Policy
2176	"Nowicki, Stephen"	Biology
2177	"Moosa, Ebrahim E.I."	Religious Studies
2178	"Moreton, Patrick Shamus"	Fuqua School of Business
2179	"Seigler, Hilliard Foster"	Surgery
2180	"Moskovitz, Cary"	Thompson Writing Program
2181	"Valiga, Theresa Mary"	School of Nursing
2182	"Wood, Kathryn Alice"	School of Nursing
2183	"Mottahedeh, Negar"	Literature
2184	"MUASHER, LISA COATES"	Obstetrics and Gynecology
2185	"Muasher, Suheil Jamil"	Obstetrics and Gynecology
2186	"Raburn, Douglas Joe"	Obstetrics and Gynecology
2187	"Mukhin, Alexey Gennadyevich"	Psychiatry & Behavioral Sciences
2188	"Munger, Michael C."	Political Science
2189	"Munne, Joan"	Romance Studies
2190	"Murdoch, David Martin"	Medicine
2191	"Murphy, Thomas Miles"	Pediatrics
2192	"Murray, Allen Bradshaw"	Earth and Ocean Sciences
2193	"Murray, Maureen Elizabeth"	Psychiatry & Behavioral Sciences
2194	"Musalem, Andres"	Fuqua School of Business
2195	"Musser, Robert Clayton"	Medicine
2196	"Nadler, J. Victor"	Pharmacology & Cancer Biology
2197	"Neal, Katherine Nicole"	Medicine
2198	"Neander, Karen"	Philosophy
2199	"O'Meara, Wendy P"	Medicine
2200	"Nevidjon, Brenda Marion"	School of Nursing
2201	"Pizer, Billy"	Sanford School of Public Policy
2202	"Summers, Scott Andrew"	Medicine
2203	"Ng, Lenhard Lee"	Mathematics
2204	"Nijhout, H. Frederik"	Biology
2205	"Nolen, James H."	Mathematics
2206	"Noonan, Devon"	School of Nursing
2207	"Noor, Juliet"	Biology
2208	"Noor, Mohamed A. F."	Biology
2209	"Norberg, Jakob"	Germanic Languages
2210	"Norton II, John Norman"	Pathology
2211	"O'berski, Jay"	Theater Studies
2212	"Olson, Mark"	Art
2213	"Olson, Ronald Paul"	Community and Family Medicine
2214	"Park, Chan Woo"	Surgery
2215	"O'Neill, Lynn Bunch"	Medicine
2216	"Ong, Sin Tiong"	Medicine
2217	"Onken, Jane Elizabeth"	Medicine
2218	"Onwuemene, Oluwatoyosi Adefunke"	Medicine
2219	"O'Rand, Angela M."	Sociology
2220	"Orbach, Michael K."	Marine Science and Conservation
2221	"Paat, John Joseph"	Medicine
2222	"Reynolds, John Michael"	Medicine
2223	"Pan, Wei"	School of Nursing
2224	"Pan, William Kuang-Yao"	Environmental Sciences and Policy
2225	"Panigrahi, Debmalya"	Computer Science
2226	"Paredes, Liliana"	Romance Studies
2227	"Parkerson Jr., George R."	Community and Family Medicine
2228	"Patel, Bhavik Natvar"	Radiology
2229	"Patierno, Steven"	Medicine
2230	"Patton, Andrew J."	Economics
2231	"Sullivan, Daniel Carl"	Radiology
2232	"Pearson, Jay A."	Sanford School of Public Policy
2233	"Pei, Zhen-Ming"	Biology
2234	"Peirce, J. Jeffrey"	Civil and Environmental Engineering
2235	"Pekec, Aleksandar"	Fuqua School of Business
2236	"Pena, Loren del Mar"	Pediatrics
2237	"Peretto, Pietro F."	Economics
2238	"Toffaletti, Dena L."	Medicine
2239	"Perkins, Jennifer Marie"	Medicine
2240	"Perlman, Adam I"	Medicine
2241	"Perz-Edwards, Robert"	Cell Biology
2242	"Reedy, Michael K."	Cell Biology
2243	"Peterson, Cecily Karen"	Medicine
2244	"Robertson, Sue Jinks"	Molecular Genetics and Microbiology
2245	"Petroski, Henry"	Civil and Environmental Engineering
2246	"Petters, Arlie O."	Mathematics
2247	"Pfau, Thomas"	English
2248	"Pimm, Stuart L."	Environmental Sciences and Policy
2249	"Pipkin, Clare Alexandra"	Dermatology
2250	"Pitts Jr., Monte Bryan"	History
2251	"Sudan, Ranjan"	Surgery
2252	"Portier-Young, Anathea"	Divinity School
2253	"Poss, Kenneth Daniel"	Cell Biology
2254	"Poulsen, John Randolph"	Environmental Sciences and Policy
2255	"Powers, David Bryan"	Surgery
2256	"Powery, Luke"	Divinity School
2257	"Schomberg, David William"	Obstetrics and Gynecology
2258	"Pryer, Kathleen M."	Biology
2259	"Robinson, David T."	Fuqua School of Business
2260	"Puri, Puja Kumari"	Pathology
2261	"Purves, Dale"	Duke Institute for Brain Sciences
2262	"Quilligan, Maureen"	English
2263	"Rabiner, David"	Psychology and Neuroscience
2264	"Raghavachari, Sridhar"	Neurobiology
2265	"Raghunathan, Karthik"	Anesthesiology
2266	"Ramaswamy, Sumathi"	History
2267	"Rampini, Adriano A."	Fuqua School of Business
2268	"Viswanathan, S."	Fuqua School of Business
2269	"Ray, Tracy Reece"	Orthopaedics
2270	"Reeves, Galen"	Electrical and Computer Engineering
2271	"Reeves, Martha"	Sociology
2272	"Rego, Marcia"	Thompson Writing Program
2273	"Reif, John H."	Computer Science
2274	"Reinhardt, Richard Lee"	Immunology
2275	"Reuter Rice, Karin Eve"	School of Nursing
2276	"Reynolds, James F."	Environmental Sciences and Policy
2277	"Reynolds, Julie"	Biology
2278	"Thompson Jr., Robert J"	Psychology and Neuroscience
2279	"Ross, Allison Kinder"	Anesthesiology
2280	"Riggsbee, Jan"	Education
2281	"Wynn, Susan"	Education
2282	"Roberts, James W."	Economics
