id,size,name,mod_class,department,dept_id,x,y,fixed
1829,40.0,"Graham, John R.",11,Fuqua School of Business,30,-1446.23,1330.36,TRUE
1830,40.2,"Harvey, Campbell R.",11,Fuqua School of Business,30,-2802.28,584.35,TRUE
1831,40.6,"Puri, Manju",11,Fuqua School of Business,30,-3275.81,379.00,TRUE
1832,40.2,"Grandl, Jorg",2,Neurobiology,42,-159.76,-2519.28,TRUE
1833,41.7,"Granek, Joshua Aaron",2,Biostatistics & Bioinformatics,9,1037.88,-557.88,TRUE
1834,40.4,"Magwene, Paul Mitaari",2,Biology,7,2149.64,96.52,TRUE
1835,40.8,"Mills, James Steven",0,Medicine,39,438.07,-1648.54,TRUE
1836,42.1,"Grant, Augustus Oliver",5,Medicine,39,-1008.91,-1505.39,TRUE
1837,50.4,"Gray, Alice Lee",5,Medicine,39,-698.33,-1239.61,TRUE
1838,49.8,"Green, Deanna Mae",2,Pediatrics,48,610.60,-57.77,TRUE
1839,42.3,"Greenberg, Arthur",10,Medicine,39,713.48,687.72,TRUE
1840,40.6,"Greenblatt, Lawrence Howard",5,Medicine,39,-1258.23,-1943.63,TRUE
1841,40.4,"Zipkin, Daniella Ann",5,Medicine,39,-1139.62,-1967.81,TRUE
1842,41.2,"Greene, Nathaniel Howard",0,Anesthesiology,2,293.93,-424.65,TRUE
1843,107.5,"Greenfield Jr., Joseph Cholmondeley",5,Medicine,39,-651.05,-734.04,TRUE
1844,41.2,"Greenleaf, Arno Lee",2,Biochemistry,6,1797.64,-1856.22,TRUE
1845,41.3,"Greenup, Rachel Adams",1,Surgery,68,755.39,-553.09,TRUE
1846,42.1,"Mackey, Aimee Marlena",1,Surgery,68,438.99,-731.52,TRUE
1847,63.2,"Lausier, Evangeline R.",4,Medicine,39,-2847.45,-3170.10,TRUE
1848,42.9,"Smoski, Moria Joy",6,Psychiatry & Behavioral Sciences,55,963.82,3567.41,TRUE
1849,42.1,"Nilsson Jr., Kent Ronald",5,Medicine,39,-1099.23,-1793.71,TRUE
1850,40.6,"Groh, Jennifer M.",2,Psychology and Neuroscience,56,1431.19,1080.27,TRUE
1851,42.3,"Merwin, Rhonda M",6,Psychiatry & Behavioral Sciences,55,1034.58,3109.03,TRUE
1852,41.0,"Roy, Lance Atlas",4,Anesthesiology,2,-3683.80,-3549.81,TRUE
1853,40.2,"Grosz, Elizabeth",9,Women's Studies,71,-8703.44,-1248.59,TRUE
1854,41.7,"Hsieh, Tao-shih",2,Biochemistry,6,2311.31,-1667.66,TRUE
1855,42.1,"Lee, Seok-Yong",2,Biochemistry,6,845.76,-1306.61,TRUE
1856,49.8,"Liedtke, Wolfgang Bernhard",2,Neurology,43,2605.65,-904.80,TRUE
1857,40.4,"Wang, Fan",2,Neurobiology,42,2118.24,-1113.57,TRUE
1858,40.0,"Lo, Donald Ching-Tze",2,Neurobiology,42,2221.33,-1741.98,TRUE
1859,41.9,"Yu, Yen-Rei Andrea",2,Medicine,39,341.87,-2482.89,TRUE
1860,43.5,"Guo, Hongtao",10,Surgery,68,337.23,-24.75,TRUE
1861,42.3,"Gustafson, Michael",10,Electrical and Computer Engineering,26,-407.96,113.86,TRUE
1862,41.5,"Huettel, Lisa Gresham",10,Electrical and Computer Engineering,26,502.55,941.01,TRUE
1863,42.1,"Nadeau, Joseph C.",10,Civil and Environmental Engineering,12,-450.52,28.82,TRUE
1864,42.1,"Schaad, David E.",10,Civil and Environmental Engineering,12,-379.47,-118.08,TRUE
1865,43.3,"Rowell, Jennifer Voigt",10,Medicine,39,172.79,690.93,TRUE
1866,40.2,"Gwyther, Lisa Pepper",12,Psychiatry & Behavioral Sciences,55,-463.86,-1252.49,TRUE
1867,41.5,"Haase, Steven B.",2,Biology,7,2539.11,-1504.32,TRUE
1868,41.3,"Olufolabi, Adeyemi John",5,Anesthesiology,2,-1345.90,-599.56,TRUE
1869,43.3,"Hadjioannou, Markos",9,Literature,34,-5966.63,954.21,TRUE
1870,41.9,"Haff, Peter K.",10,Earth and Ocean Sciences,23,926.87,1075.81,TRUE
1871,43.8,"Hahn, Carol Anne",1,Radiation Oncology,57,3023.49,1642.25,TRUE
1872,43.6,"Hain, Richard",9,Mathematics,36,-6689.07,701.38,TRUE
1873,41.5,"Richter, Daniel D.",2,Environmental Sciences and Policy,28,1732.00,1136.96,TRUE
1874,40.4,"Vandenberg, John",5,Environmental Sciences and Policy,28,-1182.66,-713.12,TRUE
1875,41.3,"Zhang, Yunyan",6,Dermatology,18,887.21,2056.33,TRUE
1876,42.9,"Hall, Bruce S.",9,History,32,-6425.97,1049.29,TRUE
1877,41.2,"Hall, William Charles",5,Neurobiology,42,-1529.47,-2207.30,TRUE
1878,40.0,"Hallows, Rhett Kendall",5,Orthopaedics,46,-2297.42,-1850.45,TRUE
1879,41.2,"Halpin, Patrick N.",6,Marine Science and Conservation,35,2735.27,1371.41,TRUE
1880,42.9,"Johnston, David William",2,Marine Science and Conservation,35,1564.08,-564.15,TRUE
1881,41.3,"Nowacek, Douglas",2,Marine Science and Conservation,35,2688.35,1540.93,TRUE
1882,41.2,"Urban, Dean L.",2,Environmental Sciences and Policy,28,2251.55,276.18,TRUE
1883,42.1,"Hammer, Gianna",5,Immunology,33,-12.29,-1366.24,TRUE
1884,62.4,"Hammond, Timothy Grant",10,Medicine,39,-223.63,227.36,TRUE
1885,41.0,"Hamoudi, Amar",5,Sanford School of Public Policy,61,-2026.19,-664.23,TRUE
1886,40.2,"Jeuland, Marc A.",2,Sanford School of Public Policy,61,-268.04,671.74,TRUE
1887,40.8,"Pattanayak, Subhrendu K.",3,Sanford School of Public Policy,61,-1407.06,433.79,TRUE
1888,40.2,"Hardt, Michael",9,Literature,34,-9125.69,-3026.62,TRUE
1889,40.0,"Hargrove, Amanda Elaine",2,Chemistry,11,1240.91,-2067.73,TRUE
1890,42.3,"Harris, Alex",9,Sanford School of Public Policy,61,-9109.16,-2274.12,TRUE
1891,42.7,"Hash II, Thomas Walter",3,Radiology,58,-263.95,1528.73,TRUE
1892,40.2,"Hassan, Mona",9,Religious Studies,59,-9140.72,-2043.41,TRUE
1893,41.2,"Hasso, Frances Susan",4,Women's Studies,71,-5578.55,-4879.26,TRUE
1894,41.7,"Ragsdale, Luna Chen",5,Surgery,68,-1804.12,-551.40,TRUE
1895,40.2,"Knaack, William R.",5,Medicine,39,-2529.51,-2034.27,TRUE
1896,41.2,"Hays, Judith C.",10,School of Nursing,63,-236.63,1316.86,TRUE
1897,41.0,"Haystead, Clare Mhairi",4,Radiology,58,-5100.27,-4663.66,TRUE
1898,40.2,"Wang, Honggang",4,Medicine,39,-2920.26,-3845.18,TRUE
1899,40.8,"Racioppi, Luigi",2,Medicine,39,2047.41,-2342.04,TRUE
1900,53.0,"Liton, Paloma Borrajo",2,Ophthalmology,45,2056.78,-1354.19,TRUE
1901,48.6,"Heffernan, James Brendan",2,Environmental Sciences and Policy,28,2432.56,-238.41,TRUE
1902,42.1,"Wang, Xiao-Fan",2,Pharmacology & Cancer Biology,49,2628.89,-2400.70,TRUE
1903,41.5,"Hench, James",6,Marine Science and Conservation,35,689.38,1978.84,TRUE
1904,51.9,"Henderson, Heather Tripp",1,Pediatrics,48,720.04,-272.37,TRUE
1905,41.0,"Matters, Loretta Mary",12,School of Nursing,63,-1219.62,-2061.99,TRUE
1906,41.0,"Lombardi, Marilyn May",5,School of Nursing,63,-1642.36,-601.16,TRUE
1907,45.0,"Williams, Christina L.",6,Psychology and Neuroscience,56,1136.41,3064.56,TRUE
1908,40.0,"Hertzberg, Barbara Spector",4,Radiology,58,-4842.31,-4563.57,TRUE
1909,41.5,"Hickey, Patrick Thomas",10,Neurology,43,147.52,573.82,TRUE
1910,40.4,"Stacy, Mark Allen",6,Neurology,43,781.51,1626.27,TRUE
1911,47.9,"Hillygus, Dione Sunshine",4,Political Science,52,-3200.87,-3408.56,TRUE
1912,40.0,"Hilton, Andrew Douglas",5,Electrical and Computer Engineering,26,-2407.85,-2509.46,TRUE
1913,40.6,"HILTON, MATTHEW JAMES",6,Orthopaedics,46,1992.76,2543.12,TRUE
1914,40.0,"Sosa, Julie Ann",1,Surgery,68,-876.83,422.07,TRUE
1915,41.5,"Hobson-Webb, Lisa Deneen",10,Neurology,43,202.19,797.99,TRUE
1916,42.1,"Juel, Vern Charles",10,Neurology,43,520.70,807.30,TRUE
1917,40.8,"Mhoon, Justin",4,Neurology,43,-3727.03,-3809.49,TRUE
1918,42.3,"Massey, Janice Munn",10,Neurology,43,178.48,28.17,TRUE
1919,41.7,"Sanders, Donald Benjamin",10,Neurology,43,502.14,1503.31,TRUE
1920,40.8,"Hochgeschwender, Ute",2,Neurobiology,42,1704.42,-1800.38,TRUE
1921,40.4,"Jarvis, Erich David",2,Neurobiology,42,2126.55,597.05,TRUE
1922,41.0,"Hockenberry, Marilyn J",6,School of Nursing,63,258.21,1626.69,TRUE
1923,41.9,"Rodgers, Cheryl C",6,School of Nursing,63,101.79,1644.59,TRUE
1924,45.9,"Hohmeier, Hans-Ewald",2,Medicine,39,2304.53,-2058.11,TRUE
1925,42.9,"Moss, Larry Gene",2,Medicine,39,1052.92,-1013.24,TRUE
1926,40.0,"Knobel, Robin Britt",4,School of Nursing,63,-2920.81,-1866.17,TRUE
1927,41.9,"Ingram, Jennifer Leigh",1,Medicine,39,1341.47,-1012.22,TRUE
1928,41.7,"Wang, Ying",1,Medicine,39,789.98,-1551.47,TRUE
1929,82.2,"Hoover, Kevin Douglas",10,Economics,24,211.14,1075.54,TRUE
1930,58.2,"Hotz, Nico",2,Mechanical Engineering and Materials Science,37,1559.04,285.96,TRUE
1931,40.4,"Howard, Brandon Augustus",4,Radiology,58,-2777.02,-2653.89,TRUE
1932,41.7,"Reid, Chantal D.",1,Biology,7,519.32,2155.35,TRUE
1933,40.4,"Hsieh, David A.",11,Fuqua School of Business,30,-3221.19,276.26,TRUE
1934,42.3,"Schwartz-Bloom, Rochelle Denenberg",6,Pharmacology & Cancer Biology,49,1063.56,1448.45,TRUE
1935,40.4,"Huang, Andrew T.",1,Medicine,39,1437.61,286.93,TRUE
1936,41.0,"Huang, Erich Senin",5,Biostatistics & Bioinformatics,9,-1565.29,-1896.79,TRUE
1937,40.4,"Zhu, Jiangao",4,Medicine,39,-2165.89,-2559.55,TRUE
1938,41.0,"Moorman, Christine",11,Fuqua School of Business,30,-850.45,-2270.69,TRUE
1939,56.5,"Hueckel, Tomasz",6,Civil and Environmental Engineering,12,843.29,2147.69,TRUE
1940,41.0,"Kranton, Rachel",10,Economics,24,-400.75,786.75,TRUE
1941,40.4,"Hull, Court Alan",2,Neurobiology,42,911.27,-1190.05,TRUE
1942,42.9,"Johnson, Zackary",2,Marine Science and Conservation,35,2057.68,-53.64,TRUE
1943,69.5,"Hutter, Reinhard",4,Divinity School,20,-2727.15,-3050.05,TRUE
1944,41.7,"Wu, Bei",6,School of Nursing,63,-24.63,2838.13,TRUE
1945,40.4,"Hyslop, Theresa Marie",2,Biostatistics & Bioinformatics,9,11.06,-2333.86,TRUE
1946,43.5,"Idriss, Salim Farouk",5,Pediatrics,48,-1250.95,-1731.16,TRUE
1947,45.0,"Neu, Wanda Krassowska",11,Biomedical Engineering,8,-924.99,-1908.48,TRUE
1948,47.9,"Yashin, Anatoli I.",6,Social Science Research Institute,65,1267.32,2304.95,TRUE
1949,41.2,"Pratson, Lincoln F.",6,Earth and Ocean Sciences,23,-77.47,1891.53,TRUE
1950,41.7,"Porporato, Amilcare",6,Civil and Environmental Engineering,12,2543.22,2897.09,TRUE
1951,41.2,"Newell, Richard G.",9,Environmental Sciences and Policy,28,-3568.31,1344.46,TRUE
1952,40.4,"Plata, Desiree Louise",5,Civil and Environmental Engineering,12,-594.68,-225.30,TRUE
1953,40.0,"Jaimovich, Nir",5,Economics,24,-2540.34,-1249.94,TRUE
1954,42.3,"James, Tamara M.",8,Community and Family Medicine,14,-2458.25,1119.83,TRUE
1955,40.4,"Jang, David W",6,Surgery,68,1329.72,2898.31,TRUE
1956,40.8,"Jaquiss, Robert",0,Surgery,68,2549.33,-467.84,TRUE
1957,40.2,"Jenson, Deborah",9,Romance Studies,60,-7564.04,41.17,TRUE
1958,43.1,"Szabo, Victoria",9,Art,3,-6348.40,954.23,TRUE
1959,43.6,"Jentleson, Bruce W.",5,Sanford School of Public Policy,61,-1086.78,-1576.84,TRUE
1960,41.2,"Weinthal, Erika S.",9,Environmental Sciences and Policy,28,-862.75,1320.44,TRUE
1961,48.4,"Ji, Ru-Rong",6,Anesthesiology,2,1842.02,997.36,TRUE
1962,53.0,"Xu, Zhenzhong",6,Anesthesiology,2,2043.90,1498.03,TRUE
1963,40.4,"Tracey Jr., William Daniel",2,Anesthesiology,2,799.92,-1968.80,TRUE
1964,42.9,"Johnsen, Sonke",6,Biology,7,2241.50,2108.40,TRUE
1965,40.8,"Sullivan, Dori Taylor",12,School of Nursing,63,-1085.14,460.16,TRUE
1966,42.7,"Lyn, Michelle Jacqueline",10,Community and Family Medicine,14,-996.28,603.65,TRUE
1967,45.4,"Payne, Richard",4,Medicine,39,-4607.84,-4457.95,TRUE
1968,41.3,"Johnson, Tana L.",12,Sanford School of Public Policy,61,-523.56,1508.97,TRUE
1969,41.5,"Johnson, Timothy Lawrence",10,Earth and Ocean Sciences,23,-184.77,757.94,TRUE
1970,42.7,"Patino-Echeverri, Dalia",6,Environmental Sciences and Policy,28,1064.77,1419.35,TRUE
1971,62.6,"Johnston, Christopher David",4,Political Science,52,-3027.93,-3511.91,TRUE
1972,81.8,"Liu, Qing Huo",6,Electrical and Computer Engineering,26,1825.20,2554.39,TRUE
1973,46.7,"Jordt, Sven Eric",2,Anesthesiology,2,1970.58,401.90,TRUE
1974,47.5,"Liu, Boyi",2,Anesthesiology,2,1935.39,98.47,TRUE
1975,41.0,"Joseph, John",11,Fuqua School of Business,30,-1073.01,-2504.46,TRUE
1976,55.9,"Joshi, Anand B.",10,Orthopaedics,46,-521.77,968.27,TRUE
1977,41.0,"Juvvadi, Praveen Rao",6,Pediatrics,48,1624.05,1284.35,TRUE
1978,40.0,"Kamei, Robert Ken",4,Pediatrics,48,-3700.98,-3922.03,TRUE
1979,40.2,"Kravitz, Richard Mark",5,Pediatrics,48,-2208.41,-2057.75,TRUE
1980,42.1,"Kasibhatla, Prasad S.",10,Environmental Sciences and Policy,28,585.14,426.03,TRUE
1981,40.0,"Kastan, Michael Barry",2,Pharmacology & Cancer Biology,49,2515.41,-2369.39,TRUE
1982,40.8,"Matsunami, Hiroaki",2,Molecular Genetics and Microbiology,40,2856.85,-2255.87,TRUE
1983,40.2,"Katsouleas, Thomas",5,Electrical and Computer Engineering,26,-1083.62,-101.40,TRUE
1984,41.5,"Khlystov, Andrey",10,Civil and Environmental Engineering,12,-323.97,437.51,TRUE
1985,71.7,"Kumar, Mukesh",6,Environmental Sciences and Policy,28,1901.34,2409.89,TRUE
1986,41.0,"Katz, David F.",2,Biomedical Engineering,8,2250.67,-71.28,TRUE
1987,40.4,"Kaul, Mala Shaykher",4,Medicine,39,-3292.09,-3487.37,TRUE
1988,40.4,"Kay, Jeremy N.",2,Neurobiology,42,833.00,-1087.96,TRUE
1989,45.2,"Kay, Richard Frederick",2,Evolutionary Anthropology,29,2352.80,-894.53,TRUE
1990,40.8,"Raynor, Eileen Margolies",10,Surgery,68,-75.49,1096.32,TRUE
1991,40.0,"Kearney, Hutton Moore",4,Pathology,47,-2512.46,-2559.24,TRUE
1992,41.3,"Keenan, Robert Thomas",10,Medicine,39,416.94,986.25,TRUE
1993,42.3,"Keene, Jack Donald",1,Molecular Genetics and Microbiology,40,1861.19,415.01,TRUE
1994,40.4,"Keeney, Ralph L.",5,Fuqua School of Business,30,-2027.34,-233.22,TRUE
1995,42.7,"Nau, Robert F.",10,Fuqua School of Business,30,-209.08,932.34,TRUE
1996,43.3,"Kelley, Judith",9,Sanford School of Public Policy,61,-6308.80,844.80,TRUE
1997,42.7,"Kelly, Roy",9,Sanford School of Public Policy,61,-6645.98,984.74,TRUE
1998,42.1,"Kim, Grace Jewel",1,Radiation Oncology,57,2867.60,1232.72,TRUE
1999,42.5,"Kim, Hwansoo",9,Religious Studies,59,-5853.41,1148.96,TRUE
2000,41.5,"Kim, So Young",5,Molecular Genetics and Microbiology,40,65.35,-1139.90,TRUE
2001,40.4,"Kimbrough, Kent P.",4,Economics,24,-3186.75,-2469.53,TRUE
2002,41.7,"Kirk, Robin",9,Cultural Anthropology,16,-9346.82,-2364.82,TRUE
2003,40.4,"Kitschelt, Herbert P.",9,Political Science,52,-8418.45,-843.48,TRUE
2004,42.1,"Klein, Emily M.",10,Earth and Ocean Sciences,23,64.40,906.06,TRUE
2005,41.5,"Klingensmith, John Archbold",2,Cell Biology,10,1097.42,40.36,TRUE
2006,40.6,"Klotman, Mary E",10,Medicine,39,129.90,689.38,TRUE
2007,41.7,"Knio, Omar Mohamad",6,Mechanical Engineering and Materials Science,37,1719.21,1977.70,TRUE
2008,40.2,"Ko, Dennis",2,Molecular Genetics and Microbiology,40,1784.52,-2665.27,TRUE
2009,41.0,"Tobin, David Maurice",2,Molecular Genetics and Microbiology,40,1980.57,-1700.44,TRUE
2010,41.9,"Koelle, Katharina V.",2,Biology,7,2729.05,497.92,TRUE
2011,41.0,"Mattingly, Jonathan Christopher",6,Mathematics,36,1917.17,2010.75,TRUE
2012,40.6,"Reed, Michael C.",6,Mathematics,36,2776.23,2135.89,TRUE
2013,40.2,"Whetten, Kathryn",6,Sanford School of Public Policy,61,419.27,2858.16,TRUE
2014,41.2,"Kohrt, Brandon A.",6,Psychiatry & Behavioral Sciences,55,311.99,2825.71,TRUE
2015,40.6,"Walther, Philip John",5,Surgery,68,-517.53,-1122.27,TRUE
2016,41.9,"Washington, Edith Lacey",6,Radiology,58,802.84,1724.59,TRUE
2017,41.0,"Kramer, Randall",1,Environmental Sciences and Policy,28,-813.07,-5.49,TRUE
2018,40.2,"Krangel, Michael S.",2,Immunology,33,2938.29,-1560.87,TRUE
2019,42.5,"Kreissman, Susan Gail",1,Pediatrics,48,1197.61,-420.72,TRUE
2020,41.9,"Kreuzer, Kenneth N.",2,Biochemistry,6,2210.44,-730.06,TRUE
2021,41.2,"Krishna, Anirudh",3,Sanford School of Public Policy,61,-1592.32,694.08,TRUE
2022,44.4,"Krolik, Jeffrey L.",6,Electrical and Computer Engineering,26,1923.51,2274.65,TRUE
2023,44.0,"Rose, Jed Eugene",6,Psychiatry & Behavioral Sciences,55,520.78,3193.94,TRUE
2024,64.6,"Zhang, Wei",10,Psychiatry & Behavioral Sciences,55,-297.91,-15.84,TRUE
2025,42.9,"Yoder, Anne Daphne",2,Biology,7,2680.09,1071.45,TRUE
2026,49.2,"Lisanby, Sarah Hollingsworth",6,Psychiatry & Behavioral Sciences,55,1370.80,3342.54,TRUE
2027,46.1,"McClintock, Shawn Michael",6,Psychiatry & Behavioral Sciences,55,1102.60,3188.37,TRUE
2028,41.9,"Kucera, Kristen Leigh",8,Community and Family Medicine,14,-2538.56,1259.21,TRUE
2029,41.2,"Kuehn, Margarethe Joanna",2,Biochemistry,6,2174.42,-2.16,TRUE
2030,40.0,"Roberts, Craig D",2,Duke Institute for Brain Sciences,22,-1115.78,-2913.73,TRUE
2031,43.3,"Simon, Sidney Arthur",2,Neurology,43,1594.10,-31.23,TRUE
2032,83.0,"Stangl, Dalene K.",5,Statistical Science,67,-1982.02,-1397.15,TRUE
2033,40.6,"Kulchina, Elena",11,Fuqua School of Business,30,-1381.32,-2341.42,TRUE
2034,44.4,"Rhee, Eleanor Hoon Joo",10,Obstetrics and Gynecology,44,629.59,971.87,TRUE
2035,40.4,"Price, Thomas Michael",10,Obstetrics and Gynecology,44,1475.82,992.85,TRUE
2036,42.3,"Kumar, Amy Shah",5,Surgery,68,-930.15,-261.92,TRUE
2037,41.0,"Walsh, Molly McCarthy",5,Ophthalmology,45,-1399.19,-208.16,TRUE
2038,62.4,"Kuran, Timur",5,Economics,24,-1478.96,-1106.52,TRUE
2039,40.8,"Pizoli, Carolyn Elizabeth",2,Pediatrics,48,1926.59,-1297.66,TRUE
2040,41.7,"Sun, Jessica Muller",10,Pediatrics,48,-739.20,71.20,TRUE
2041,41.0,"Worley, Gordon",5,Pediatrics,48,-377.63,-567.62,TRUE
2042,41.0,"Lachiewicz, Ave Maria",5,Pediatrics,48,-1369.31,-1977.52,TRUE
2043,41.7,"Lambe, Camille Eckerd",10,School of Nursing,63,-577.38,757.42,TRUE
2044,40.8,"Lampel, Heather Pamela",4,Dermatology,18,-3411.69,-3702.22,TRUE
2045,41.0,"Land, Kenneth C.",6,Sociology,66,577.78,2221.74,TRUE
2046,43.1,"Stallard, Patrick J. Eric",6,Social Science Research Institute,65,-106.08,2302.87,TRUE
2047,53.2,"Landry, Michel Daniel",6,Community and Family Medicine,14,605.38,2136.38,TRUE
2048,41.3,"Lantos, Paul Michael",10,Medicine,39,-476.27,434.00,TRUE
2049,40.0,"Larrick, Richard P.",10,Fuqua School of Business,30,190.21,909.93,TRUE
2050,40.0,"Wade-Benzoni, Kimberly A.",5,Fuqua School of Business,30,-2648.19,-2402.97,TRUE
2051,40.8,"Soll, Jack B.",10,Fuqua School of Business,30,-500.35,847.44,TRUE
2052,42.5,"Lasch, Pedro",9,Art,3,-5643.14,1181.20,TRUE
2053,41.2,"Pendergast, Ann Marie",2,Pharmacology & Cancer Biology,49,2566.65,-2600.73,TRUE
2054,70.1,"Layton, Harold",6,Mathematics,36,1439.44,1782.09,TRUE
2055,41.0,"Lew, Daniel Julio",2,Pharmacology & Cancer Biology,49,2777.58,-212.99,TRUE
2056,95.4,"Moss, Robert Graeme",5,Mathematics,36,-1003.79,-1096.10,TRUE
2057,53.6,"Le, Ngoc-Bich",10,Surgery,68,698.36,1360.99,TRUE
2058,45.9,"Lechler, Terry H.",2,Dermatology,18,2600.38,-2016.90,TRUE
2059,41.0,"Soderling, Scott Haydn",2,Cell Biology,10,2637.03,-2516.93,TRUE
2060,41.2,"Lee, Benjamin C",6,Electrical and Computer Engineering,26,621.64,2409.83,TRUE
2061,42.3,"Lee, Kun Shan",9,Asian and Middle Eastern Studies,5,-5612.05,1061.13,TRUE
2062,42.1,"Lee, Linda S.",5,Medical Education,38,-449.76,-599.02,TRUE
2063,44.8,"Lee, Tong Hyon",6,Psychiatry & Behavioral Sciences,55,311.88,2564.92,TRUE
2064,42.9,"Peindl, Kathleen S.",10,Psychiatry & Behavioral Sciences,55,13.67,1689.27,TRUE
2065,40.8,"Wiener, Dana Nowicki",5,Anesthesiology,2,-817.83,241.51,TRUE
2066,40.4,"LeGrand, Sara H.",6,Duke Global Health Institute,21,-291.54,2597.14,TRUE
2067,40.2,"Pence, Brian Wells",6,Community and Family Medicine,14,783.17,1976.62,TRUE
2068,40.0,"McAllaster, Carolyn",5,School of Law,62,-2365.33,-2162.99,TRUE
2069,40.0,"Leight Jr., George Staples",4,Surgery,68,-5233.03,-4987.84,TRUE
2070,41.0,"Leighten, Patricia",9,Art,3,-7492.21,149.21,TRUE
2071,40.2,"Lentz, Aaron Claude",4,Surgery,68,-2933.87,-2860.54,TRUE
2072,40.0,"Lesesky, Erin Bialas",4,Dermatology,18,-3930.30,-3972.85,TRUE
2073,42.3,"Mithani, Suhail Kamrudin",6,Surgery,68,1055.01,2794.92,TRUE
2074,44.0,"Linney, Elwood Albert",6,Molecular Genetics and Microbiology,40,991.82,1475.10,TRUE
2075,41.9,"Rosenthal, Mark Zachary",6,Psychiatry & Behavioral Sciences,55,864.85,2523.13,TRUE
2076,40.0,"Maggioni, Mauro",10,Mathematics,36,-462.69,1392.37,TRUE
2077,43.1,"Westman, Eric Charles",5,Medicine,39,-897.28,184.78,TRUE
2078,43.5,"Lewin, Arie Y.",11,Fuqua School of Business,30,290.93,170.60,TRUE
2079,41.9,"Li, Fang",1,Dermatology,18,2336.71,1715.62,TRUE
2080,40.4,"Li, Fan",10,Statistical Science,67,124.13,1500.72,TRUE
2081,40.2,"Li, Jia",5,Economics,24,-2797.55,-1491.55,TRUE
2082,42.5,"Zhang, Weiguo",2,Immunology,33,2609.22,-2280.91,TRUE
2083,44.2,"Zhu, Minghua",2,Immunology,33,2511.41,-2141.00,TRUE
2084,40.0,"Zhuang, Yuan",2,Immunology,33,2738.30,-1421.75,TRUE
2085,40.6,"Lieber, Laura Suzanne",4,Religious Studies,59,-2797.21,-3417.95,TRUE
2086,40.8,"Lind, E. Allan",10,Fuqua School of Business,30,-185.42,1093.61,TRUE
2087,40.2,"Perz Edwards, Alyssa",5,Biology,7,-2376.53,-2278.96,TRUE
2088,56.5,"Luber, Bruce M.",6,Psychiatry & Behavioral Sciences,55,1756.87,3156.95,TRUE
2089,40.0,"Lisberger, Stephen Gates",2,Neurobiology,42,1854.16,1191.20,TRUE
2090,40.4,"Lischer, Richard",9,Divinity School,20,-8183.31,-854.43,TRUE
2091,41.5,"Liss, Jason Aaron",5,Ophthalmology,45,-1319.70,10.92,TRUE
2092,40.4,"Litvintseva, Anastasia P.",4,Molecular Genetics and Microbiology,40,-2509.41,-3493.82,TRUE
2093,41.5,"Livingston, Elizabeth Gresham",4,Obstetrics and Gynecology,44,-5054.44,-5005.69,TRUE
2094,41.7,"Lo, Mbaye",4,Asian and Middle Eastern Studies,5,-5450.61,-4737.54,TRUE
2095,40.2,"Turi, Jennifer Lilly",10,Pediatrics,48,299.32,-623.51,TRUE
2096,40.6,"Lombard, Frederick Wilhelm",4,Anesthesiology,2,-3042.39,-3770.42,TRUE
2097,40.0,"Longino, Michele",9,Romance Studies,60,-9419.30,-2747.86,TRUE
2098,42.3,"Yellen, Benjamin",6,Mechanical Engineering and Materials Science,37,2368.46,2166.35,TRUE
2099,41.2,"Lopomo, Giuseppe",3,Fuqua School of Business,30,-1771.78,575.68,TRUE
2100,41.3,"Marx, Leslie M.",3,Fuqua School of Business,30,-1546.47,551.00,TRUE
2101,41.0,"Sun, Peng",5,Fuqua School of Business,30,-2173.60,-670.64,TRUE
2102,40.8,"McAdams, David",12,Fuqua School of Business,30,-2878.15,714.56,TRUE
2103,41.0,"Lozier, M. Susan",6,Earth and Ocean Sciences,23,665.75,1962.22,TRUE
2104,46.3,"Ma, Li",10,Statistical Science,67,168.13,897.82,TRUE
2105,67.6,"Machanavajjhala, Ashwinkumar Venkatanaga",6,Computer Science,15,1648.04,2818.86,TRUE
2106,44.2,"MacIver, Nancie Jo",2,Pediatrics,48,1381.23,-919.47,TRUE
2107,40.8,"MacPhail, Richard",5,Chemistry,11,-1516.90,-1699.66,TRUE
2108,40.4,"Price, Marva L. Mizell",5,School of Nursing,63,-2094.19,-1576.11,TRUE
2109,40.4,"Maddox, Randy L.",9,Divinity School,20,-8867.20,-2873.40,TRUE
2110,40.8,"Robinson, Grant Alan",5,Surgery,68,-971.91,-1785.79,TRUE
2111,41.7,"Maggs, Bruce",5,Computer Science,15,-835.83,-696.93,TRUE
2112,41.3,"Maguire, Lynn A.",3,Environmental Sciences and Policy,28,-1648.89,347.71,TRUE
2113,41.0,"Makhulu, Anne-Maria B.",9,Cultural Anthropology,16,-7616.61,198.37,TRUE
2114,40.8,"Maksimova, Elena A",9,Slavic and Eurasian Studies,64,-9139.22,-2772.41,TRUE
2115,41.7,"Malcolmson, Steven Joseph",2,Chemistry,11,1574.69,-1635.70,TRUE
2116,102.4,"MALESKY, EDMUND James",10,Political Science,52,709.13,1149.82,TRUE
2117,40.0,"Malkin, Robert A.",11,Biomedical Engineering,8,-522.40,-1842.46,TRUE
2118,40.0,"Malone, David M.",9,Education,25,-9353.21,-2946.77,TRUE
2119,43.8,"Tharwani, Haresh M.",4,Psychiatry & Behavioral Sciences,55,-3932.01,-3798.65,TRUE
