id,author,department,dept_id
1635,"Richardson, Jane Shelby",Biochemistry,6
1636,"Mooney, Richard Daniel",Neurobiology,42
1637,"Dong, Xinnian",Biology,7
1638,"Donohue, Kathleen",Biology,7
1639,"Doolette, David John",Anesthesiology,2
1640,"Dorfman, Ariel",Literature,34
1641,"Simel, David Lee",Medicine,39
1642,"Khouri, Michel Georges",Medicine,39
1643,"Dowell, Earl H.",Mechanical Engineering and Materials Science,37
1644,"Mann, Brian",Mechanical Engineering and Materials Science,37
1645,"Thomas, Jeffrey P.",Mechanical Engineering and Materials Science,37
1646,"Hall, Kenneth C.",Mechanical Engineering and Materials Science,37
1647,"Dressman, Holly Kloos",Molecular Genetics and Microbiology,40
1648,"Koh, James",Surgery,68
1649,"Page-Chartrand, Kristin Marie",Pediatrics,48
1650,"Mahmood, Kamran",Medicine,39
1651,"Tokdar, Surya",Statistical Science,67
1652,"George, Linda K.",Sociology,66
1653,"Vaupel, James Walton",Sanford School of Public Policy,61
1654,"Durrett, Richard Timothy",Mathematics,36
1655,"Socolar, Joshua",Physics,51
1656,"Dvergsten, Jeffrey Arthur",Pediatrics,48
1657,"Dwyer, Christopher",Electrical and Computer Engineering,26
1658,"Lebeck, Alvin R.",Computer Science,15
1659,"Dyreng, Scott D.",Fuqua School of Business,30
1660,"Merson, Michael H.",Medicine,39
1661,"Zhang, Zhiping",Medicine,39
1662,"Vinson, Emily Nicole",Radiology,58
1663,"Leithe, Linda Gray",Radiology,58
1664,"Echols, Melvin Ray",Medicine,39
1665,"Edwards, Glenn Steven",Physics,51
1666,"Kiehart, Daniel P.",Biology,7
1667,"Egner, Tobias",Psychology and Neuroscience,56
1668,"Schmajuk, Nestor A.",Psychology and Neuroscience,56
1669,"Heller, Katherine",Statistical Science,67
1670,"Peterchev, Angel Vladimirov",Psychiatry & Behavioral Sciences,55
1671,"Sommer, Marc A.",Biomedical Engineering,8
1672,"Eisbach, Shelly Sue",School of Nursing,63
1673,"Miller, Timothy Ellis",Anesthesiology,2
1674,"Eisner, Martin",Romance Studies,60
1675,"El Husseini, Nada Kais",Neurology,43
1676,"Goldstein, Larry Bruce",Neurology,43
1677,"Elbert-Avila, Katja Ingrid",Medicine,39
1678,"Jones, Christopher",Medicine,39
1679,"Kuo, Anthony Nanlin",Ophthalmology,45
1680,"Endow, Sharyn Anne",Cell Biology,10
1681,"Engelhardt, Barbara",Biostatistics & Bioinformatics,9
1682,"Gordan, Raluca Mihaela",Biostatistics & Bioinformatics,9
1683,"Sopko, David Richard",Radiology,58
1684,"Zenn, Michael Robert",Surgery,68
1685,"Leversedge, Fraser",Orthopaedics,46
1686,"Ruch, David Simms",Orthopaedics,46
1687,"Osawa, Masaki",Cell Biology,10
1688,"Goldston, David Brian",Psychiatry,54
1689,"Schramm-Sapyta, Nicole Lewellyn",Psychiatry & Behavioral Sciences,55
1690,"Suarez, Edward Charles",Psychiatry & Behavioral Sciences,55
1691,"Tucci, Debara Lyn",Surgery,68
1692,"Woodard, Charles",Surgery,68
1693,"Freiberger, John Jacob",Anesthesiology,2
1694,"Etkin, Jordan F",Fuqua School of Business,30
1695,"Eucker, Stephanie Ann",Surgery,68
1696,"Everett, Christine M",Community and Family Medicine,14
1697,"Farkas, Linda",Surgery,68
1698,"Schuman, Stefanie Gail",Ophthalmology,45
1699,"Maradiaga Panayotti, Gabriela Muriel",Pediatrics,48
1700,"Jaffe, Glenn Jay",Ophthalmology,45
1701,"Setji, Tracy Lynn",Medicine,39
1702,"Fekrat, Sharon",Ophthalmology,45
1703,"Postel, Eric Attila",Ophthalmology,45
1704,"Feld, Jody Ann",Community and Family Medicine,14
1705,"Fellin, Luciana",Romance Studies,60
1706,"Grotegut, Chad Aaron",Obstetrics and Gynecology,44
1707,"Leppert, Phyllis Carolyn",Obstetrics and Gynecology,44
1708,"Ferguson, P. Lee",Civil and Environmental Engineering,12
1709,"Seidler, Frederic J.",Pharmacology & Cancer Biology,49
1710,"Slotkin, Theodore Alan",Pharmacology & Cancer Biology,49
1711,"Fernholz, Fernando R.",Sanford School of Public Policy,61
1712,"Ferrandino, Michael Nicolo",Surgery,68
1713,"Rampersaud Jr., Edward N",Surgery,68
1714,"McKellar, Mehri Sadri",Medicine,39
1715,"Pickup, David James",Molecular Genetics and Microbiology,40
1716,"Frothingham, Richard",Medicine,39
1717,"Ferrari, Silvia",Mechanical Engineering and Materials Science,37
1718,"Henriquez, Craig S.",Biomedical Engineering,8
1719,"VanDongen, Antonius M. J.",Pharmacology & Cancer Biology,49
1720,"Ferraro, Thomas J.",English,27
1721,"Ferreira, Paulo Alexandre",Ophthalmology,45
1722,"Field, Erica Marie",Economics,24
1723,"Filomena, Carol Ann",Pathology,47
1724,"Fischer, Bernard Martin",Pediatrics,48
1725,"Sunday, Mary Elizabeth Anne",Pathology,47
1726,"Walker, Julia K.L.",School of Nursing,63
1727,"Greenberg, Joel Alter",Electrical and Computer Engineering,26
1728,"Fish, Laura Jane",Community and Family Medicine,14
1729,"Garst, Jennifer Lynn",Medicine,39
1730,"Kelley, Michael John",Medicine,39
1731,"Haque, Mahfuzul",Medicine,39
1732,"Kay, Aaron Charles",Fuqua School of Business,30
1733,"Flanagan Jr., Owen",Philosophy,50
1734,"Kertai, Miklos David",Anesthesiology,2
1735,"Ibarra Drendall, Catherine",Medicine,39
1736,"Stouder, April Loehmer",Community and Family Medicine,14
1737,"Gbadegesin, Rasheed Adebayo",Pediatrics,48
1738,"Rabinovich, Consuelo Egla Diana",Pediatrics,48
1739,"Forman, Leslie M.",Psychiatry & Behavioral Sciences,55
1740,"Forte, Maurizio",Classical Studies,13
1741,"Forward, Richard B.",Marine Science and Conservation,35
1742,"Foster, Mary Helen",Medicine,39
1743,"Que, Loretta Georgina",Medicine,39
1744,"Zhou, Shutang",Pathology,47
1745,"Fox, Donald T",Pharmacology & Cancer Biology,49
1746,"Francis, Jennifer",Fuqua School of Business,30
1747,"Olsson, Per",Fuqua School of Business,30
1748,"Schipper, Katherine",Fuqua School of Business,30
1749,"Frank, Michael M.",Pediatrics,48
1750,"Jiang, Haixiang",Pediatrics,48
1751,"Frankenberg, Elizabeth",Sanford School of Public Policy,61
1752,"Thomas, Duncan",Economics,24
1753,"Frank-Ito, Dennis Onyeka",Surgery,68
1754,"Franks, Kevin Michael",Neurobiology,42
1755,"Franz, Katherine J.",Chemistry,11
1756,"Fras, Anne Marie",Anesthesiology,2
1757,"Leary, Mark Richard",Psychology and Neuroscience,56
1758,"Fraser, Matthew Oliver",Surgery,68
1759,"Frederick, Heather Jane",Anesthesiology,2
1760,"Taekman, Jeffrey Marc",Anesthesiology,2
1761,"Routh, Jonathan Charles",Surgery,68
1762,"Freedman, Neil Jonathan",Medicine,39
1763,"Zhang, Lisheng",Medicine,39
1764,"Vigna, Steven R.",Cell Biology,10
1765,"McGraw, Thomas Anthony",Surgery,68
1766,"Stolp, Bryant Walter",Anesthesiology,2
1767,"Schneider, Susan Moeller",School of Nursing,63
1768,"Lee, Sunhee",Medicine,39
1769,"Fry, Brendan C",Mathematics,36
1770,"Zucker, Nancy Lee",Psychiatry,54
1771,"Fulkerson, Mary M.",Divinity School,20
1772,"Furtado, Gustavo PT",Romance Studies,60
1773,"Gaede, Jane Taylor",Pathology,47
1774,"McConkie-Rosell, Allyn",Pediatrics,48
1775,"McDonald, Marie Theresa",Pediatrics,48
1776,"Gaillard, Stephanie L",Medicine,39
1777,"Kansagra, Sujay Mansukhlal",Pediatrics,48
1778,"Lewis Jr., Darrell Vincent",Pediatrics,48
1779,"McNamara Sr., James O'Connell",Neurobiology,42
1780,"Sinha, Saurabh Ranjan",Neurology,43
1781,"Klein, Stephen Matthew",Anesthesiology,2
1782,"Melton, M. Stephen",Anesthesiology,2
1783,"MacLeod, David Brett",Anesthesiology,2
1784,"Tucker, Marcy Schwartz",Anesthesiology,2
1785,"Nielsen, Karen Cristina",Anesthesiology,2
1786,"Gandhi, Parag D",Ophthalmology,45
1787,"Gao, Haiyan",Physics,51
1788,"Liu, Jian-Guo",Physics,51
1789,"Howell, Calvin R.",Physics,51
1790,"Hardaker Jr., William Thomas",Orthopaedics,46
1791,"Garrigues, Grant Edward",Orthopaedics,46
1792,"GASPAROVIC, ELLEN KATHERINE",Mathematics,36
1793,"Venakides, Stephanos",Mathematics,36
1794,"Gavin, Henri P.",Civil and Environmental Engineering,12
1795,"Reiter, Jerome P.",Statistical Science,67
1796,"Muir, Andrew Joseph",Medicine,39
1797,"George, Stephen L.",Biostatistics & Bioinformatics,9
1798,"McEvoy, Joseph Patrick",Psychiatry & Behavioral Sciences,55
1799,"Roggli, Victor Louis",Pathology,47
1800,"Ossmann, Eric William",Surgery,68
1801,"Gereffi, Gary",Sociology,66
1802,"Gervais, Simon",Fuqua School of Business,30
1803,"Gesty-Palmer, Diane",Medicine,39
1804,"Getz, Jayce Robert",Mathematics,36
1805,"Gheith, Jehanne",Slavic and Eurasian Studies,64
1806,"Gibson, Joshua",Art of the Moving Image,4
1807,"Ginsberg, Brian",Anesthesiology,2
1808,"Simmons, Leigh Ann",School of Nursing,63
1809,"Glander, Kenneth Earl",Evolutionary Anthropology,29
1810,"Taylor, Andrea Beth",Community and Family Medicine,14
1811,"Glass, Jeffrey",Electrical and Computer Engineering,26
1812,"Goknar, Erdag",Slavic and Eurasian Studies,64
1813,"Gold, Deborah T.",Psychiatry & Behavioral Sciences,55
1814,"Goldberg, Joel Steven",Anesthesiology,2
1815,"Golden, Jay",Earth and Ocean Sciences,23
1816,"Goldman, Shalom Lawrence",Religious Studies,59
1817,"Goldner, Richard Douglas",Orthopaedics,46
1818,"Todd, Jamie Lynn",Medicine,39
1819,"He, Xiao-Ping",Neurology,43
1820,"Silver, Debra Lynn",Molecular Genetics and Microbiology,40
1821,"Gonzalez, Jose M.",Classical Studies,13
1822,"Yuan, Fan",Biomedical Engineering,8
1823,"Goodacre, Mark S.",Religious Studies,59
1824,"Reiman, Michael Patrick",Community and Family Medicine,14
1825,"Gordon, David Charles",Surgery,68
1826,"Murray, Brian",Environmental Sciences and Policy,28
1827,"Goss, Kristin Anne",Sanford School of Public Policy,61
1828,"Grabowski, Henry G.",Economics,24
1829,"Graham, John R.",Fuqua School of Business,30
1830,"Harvey, Campbell R.",Fuqua School of Business,30
1831,"Puri, Manju",Fuqua School of Business,30
1832,"Grandl, Jorg",Neurobiology,42
1833,"Granek, Joshua Aaron",Biostatistics & Bioinformatics,9
1834,"Magwene, Paul Mitaari",Biology,7
1835,"Mills, James Steven",Medicine,39
1836,"Grant, Augustus Oliver",Medicine,39
1837,"Gray, Alice Lee",Medicine,39
1838,"Green, Deanna Mae",Pediatrics,48
1839,"Greenberg, Arthur",Medicine,39
1840,"Greenblatt, Lawrence Howard",Medicine,39
1841,"Zipkin, Daniella Ann",Medicine,39
1842,"Greene, Nathaniel Howard",Anesthesiology,2
1843,"Greenfield Jr., Joseph Cholmondeley",Medicine,39
1844,"Greenleaf, Arno Lee",Biochemistry,6
1845,"Greenup, Rachel Adams",Surgery,68
1846,"Mackey, Aimee Marlena",Surgery,68
1847,"Lausier, Evangeline R.",Medicine,39
1848,"Smoski, Moria Joy",Psychiatry & Behavioral Sciences,55
1849,"Nilsson Jr., Kent Ronald",Medicine,39
1850,"Groh, Jennifer M.",Psychology and Neuroscience,56
1851,"Merwin, Rhonda M",Psychiatry & Behavioral Sciences,55
1852,"Roy, Lance Atlas",Anesthesiology,2
1853,"Grosz, Elizabeth",Women's Studies,71
1854,"Hsieh, Tao-shih",Biochemistry,6
1855,"Lee, Seok-Yong",Biochemistry,6
1856,"Liedtke, Wolfgang Bernhard",Neurology,43
1857,"Wang, Fan",Neurobiology,42
1858,"Lo, Donald Ching-Tze",Neurobiology,42
1859,"Yu, Yen-Rei Andrea",Medicine,39
1860,"Guo, Hongtao",Surgery,68
1861,"Gustafson, Michael",Electrical and Computer Engineering,26
1862,"Huettel, Lisa Gresham",Electrical and Computer Engineering,26
1863,"Nadeau, Joseph C.",Civil and Environmental Engineering,12
1864,"Schaad, David E.",Civil and Environmental Engineering,12
1865,"Rowell, Jennifer Voigt",Medicine,39
1866,"Gwyther, Lisa Pepper",Psychiatry & Behavioral Sciences,55
1867,"Haase, Steven B.",Biology,7
1868,"Olufolabi, Adeyemi John",Anesthesiology,2
1869,"Hadjioannou, Markos",Literature,34
1870,"Haff, Peter K.",Earth and Ocean Sciences,23
1871,"Hahn, Carol Anne",Radiation Oncology,57
1872,"Hain, Richard",Mathematics,36
1873,"Richter, Daniel D.",Environmental Sciences and Policy,28
1874,"Vandenberg, John",Environmental Sciences and Policy,28
1875,"Zhang, Yunyan",Dermatology,18
1876,"Hall, Bruce S.",History,32
1877,"Hall, William Charles",Neurobiology,42
1878,"Hallows, Rhett Kendall",Orthopaedics,46
1879,"Halpin, Patrick N.",Marine Science and Conservation,35
1880,"Johnston, David William",Marine Science and Conservation,35
1881,"Nowacek, Douglas",Marine Science and Conservation,35
1882,"Urban, Dean L.",Environmental Sciences and Policy,28
1883,"Hammer, Gianna",Immunology,33
1884,"Hammond, Timothy Grant",Medicine,39
1885,"Hamoudi, Amar",Sanford School of Public Policy,61
1886,"Jeuland, Marc A.",Sanford School of Public Policy,61
1887,"Pattanayak, Subhrendu K.",Sanford School of Public Policy,61
1888,"Hardt, Michael",Literature,34
1889,"Hargrove, Amanda Elaine",Chemistry,11
1890,"Harris, Alex",Sanford School of Public Policy,61
1891,"Hash II, Thomas Walter",Radiology,58
1892,"Hassan, Mona",Religious Studies,59
1893,"Hasso, Frances Susan",Women's Studies,71
1894,"Ragsdale, Luna Chen",Surgery,68
1895,"Knaack, William R.",Medicine,39
1896,"Hays, Judith C.",School of Nursing,63
1897,"Haystead, Clare Mhairi",Radiology,58
1898,"Wang, Honggang",Medicine,39
1899,"Racioppi, Luigi",Medicine,39
1900,"Liton, Paloma Borrajo",Ophthalmology,45
1901,"Heffernan, James Brendan",Environmental Sciences and Policy,28
1902,"Wang, Xiao-Fan",Pharmacology & Cancer Biology,49
1903,"Hench, James",Marine Science and Conservation,35
1904,"Henderson, Heather Tripp",Pediatrics,48
1905,"Matters, Loretta Mary",School of Nursing,63
1906,"Lombardi, Marilyn May",School of Nursing,63
1907,"Williams, Christina L.",Psychology and Neuroscience,56
1908,"Hertzberg, Barbara Spector",Radiology,58
1909,"Hickey, Patrick Thomas",Neurology,43
1910,"Stacy, Mark Allen",Neurology,43
1911,"Hillygus, Dione Sunshine",Political Science,52
1912,"Hilton, Andrew Douglas",Electrical and Computer Engineering,26
1913,"HILTON, MATTHEW JAMES",Orthopaedics,46
1914,"Sosa, Julie Ann",Surgery,68
1915,"Hobson-Webb, Lisa Deneen",Neurology,43
1916,"Juel, Vern Charles",Neurology,43
1917,"Mhoon, Justin",Neurology,43
1918,"Massey, Janice Munn",Neurology,43
1919,"Sanders, Donald Benjamin",Neurology,43
1920,"Hochgeschwender, Ute",Neurobiology,42
1921,"Jarvis, Erich David",Neurobiology,42
1922,"Hockenberry, Marilyn J",School of Nursing,63
1923,"Rodgers, Cheryl C",School of Nursing,63
1924,"Hohmeier, Hans-Ewald",Medicine,39
1925,"Moss, Larry Gene",Medicine,39
1926,"Knobel, Robin Britt",School of Nursing,63
1927,"Ingram, Jennifer Leigh",Medicine,39
1928,"Wang, Ying",Medicine,39
1929,"Hoover, Kevin Douglas",Economics,24
1930,"Hotz, Nico",Mechanical Engineering and Materials Science,37
1931,"Howard, Brandon Augustus",Radiology,58
1932,"Reid, Chantal D.",Biology,7
1933,"Hsieh, David A.",Fuqua School of Business,30
1934,"Schwartz-Bloom, Rochelle Denenberg",Pharmacology & Cancer Biology,49
1935,"Huang, Andrew T.",Medicine,39
1936,"Huang, Erich Senin",Biostatistics & Bioinformatics,9
1937,"Zhu, Jiangao",Medicine,39
1938,"Moorman, Christine",Fuqua School of Business,30
1939,"Hueckel, Tomasz",Civil and Environmental Engineering,12
1940,"Kranton, Rachel",Economics,24
1941,"Hull, Court Alan",Neurobiology,42
1942,"Johnson, Zackary",Marine Science and Conservation,35
1943,"Hutter, Reinhard",Divinity School,20
1944,"Wu, Bei",School of Nursing,63
1945,"Hyslop, Theresa Marie",Biostatistics & Bioinformatics,9
1946,"Idriss, Salim Farouk",Pediatrics,48
1947,"Neu, Wanda Krassowska",Biomedical Engineering,8
1948,"Yashin, Anatoli I.",Social Science Research Institute,65
1949,"Pratson, Lincoln F.",Earth and Ocean Sciences,23
1950,"Porporato, Amilcare",Civil and Environmental Engineering,12
1951,"Newell, Richard G.",Environmental Sciences and Policy,28
1952,"Plata, Desiree Louise",Civil and Environmental Engineering,12
1953,"Jaimovich, Nir",Economics,24
1954,"James, Tamara M.",Community and Family Medicine,14
1955,"Jang, David W",Surgery,68
1956,"Jaquiss, Robert",Surgery,68
1957,"Jenson, Deborah",Romance Studies,60
1958,"Szabo, Victoria",Art,3
1959,"Jentleson, Bruce W.",Sanford School of Public Policy,61
1960,"Weinthal, Erika S.",Environmental Sciences and Policy,28
1961,"Ji, Ru-Rong",Anesthesiology,2
1962,"Xu, Zhenzhong",Anesthesiology,2
1963,"Tracey Jr., William Daniel",Anesthesiology,2
1964,"Johnsen, Sonke",Biology,7
1965,"Sullivan, Dori Taylor",School of Nursing,63
1966,"Lyn, Michelle Jacqueline",Community and Family Medicine,14
1967,"Payne, Richard",Medicine,39
1968,"Johnson, Tana L.",Sanford School of Public Policy,61
1969,"Johnson, Timothy Lawrence",Earth and Ocean Sciences,23
1970,"Patino-Echeverri, Dalia",Environmental Sciences and Policy,28
1971,"Johnston, Christopher David",Political Science,52
1972,"Liu, Qing Huo",Electrical and Computer Engineering,26
1973,"Jordt, Sven Eric",Anesthesiology,2
1974,"Liu, Boyi",Anesthesiology,2
1975,"Joseph, John",Fuqua School of Business,30
1976,"Joshi, Anand B.",Orthopaedics,46
1977,"Juvvadi, Praveen Rao",Pediatrics,48
1978,"Kamei, Robert Ken",Pediatrics,48
1979,"Kravitz, Richard Mark",Pediatrics,48
1980,"Kasibhatla, Prasad S.",Environmental Sciences and Policy,28
1981,"Kastan, Michael Barry",Pharmacology & Cancer Biology,49
1982,"Matsunami, Hiroaki",Molecular Genetics and Microbiology,40
1983,"Katsouleas, Thomas",Electrical and Computer Engineering,26
1984,"Khlystov, Andrey",Civil and Environmental Engineering,12
1985,"Kumar, Mukesh",Environmental Sciences and Policy,28
1986,"Katz, David F.",Biomedical Engineering,8
1987,"Kaul, Mala Shaykher",Medicine,39
1988,"Kay, Jeremy N.",Neurobiology,42
1989,"Kay, Richard Frederick",Evolutionary Anthropology,29
1990,"Raynor, Eileen Margolies",Surgery,68
1991,"Kearney, Hutton Moore",Pathology,47
1992,"Keenan, Robert Thomas",Medicine,39
1993,"Keene, Jack Donald",Molecular Genetics and Microbiology,40
1994,"Keeney, Ralph L.",Fuqua School of Business,30
1995,"Nau, Robert F.",Fuqua School of Business,30
1996,"Kelley, Judith",Sanford School of Public Policy,61
1997,"Kelly, Roy",Sanford School of Public Policy,61
1998,"Kim, Grace Jewel",Radiation Oncology,57
1999,"Kim, Hwansoo",Religious Studies,59
2000,"Kim, So Young",Molecular Genetics and Microbiology,40
2001,"Kimbrough, Kent P.",Economics,24
2002,"Kirk, Robin",Cultural Anthropology,16
2003,"Kitschelt, Herbert P.",Political Science,52
2004,"Klein, Emily M.",Earth and Ocean Sciences,23
2005,"Klingensmith, John Archbold",Cell Biology,10
2006,"Klotman, Mary E",Medicine,39
2007,"Knio, Omar Mohamad",Mechanical Engineering and Materials Science,37
2008,"Ko, Dennis",Molecular Genetics and Microbiology,40
2009,"Tobin, David Maurice",Molecular Genetics and Microbiology,40
2010,"Koelle, Katharina V.",Biology,7
2011,"Mattingly, Jonathan Christopher",Mathematics,36
2012,"Reed, Michael C.",Mathematics,36
2013,"Whetten, Kathryn",Sanford School of Public Policy,61
2014,"Kohrt, Brandon A.",Psychiatry & Behavioral Sciences,55
2015,"Walther, Philip John",Surgery,68
2016,"Washington, Edith Lacey",Radiology,58
2017,"Kramer, Randall",Environmental Sciences and Policy,28
2018,"Krangel, Michael S.",Immunology,33
2019,"Kreissman, Susan Gail",Pediatrics,48
2020,"Kreuzer, Kenneth N.",Biochemistry,6
2021,"Krishna, Anirudh",Sanford School of Public Policy,61
2022,"Krolik, Jeffrey L.",Electrical and Computer Engineering,26
2023,"Rose, Jed Eugene",Psychiatry & Behavioral Sciences,55
2024,"Zhang, Wei",Psychiatry & Behavioral Sciences,55
2025,"Yoder, Anne Daphne",Biology,7
2026,"Lisanby, Sarah Hollingsworth",Psychiatry & Behavioral Sciences,55
2027,"McClintock, Shawn Michael",Psychiatry & Behavioral Sciences,55
2028,"Kucera, Kristen Leigh",Community and Family Medicine,14
2029,"Kuehn, Margarethe Joanna",Biochemistry,6
2030,"Roberts, Craig D",Duke Institute for Brain Sciences,22
2031,"Simon, Sidney Arthur",Neurology,43
2032,"Stangl, Dalene K.",Statistical Science,67
2033,"Kulchina, Elena",Fuqua School of Business,30
2034,"Rhee, Eleanor Hoon Joo",Obstetrics and Gynecology,44
2035,"Price, Thomas Michael",Obstetrics and Gynecology,44
2036,"Kumar, Amy Shah",Surgery,68
2037,"Walsh, Molly McCarthy",Ophthalmology,45
2038,"Kuran, Timur",Economics,24
2039,"Pizoli, Carolyn Elizabeth",Pediatrics,48
2040,"Sun, Jessica Muller",Pediatrics,48
2041,"Worley, Gordon",Pediatrics,48
2042,"Lachiewicz, Ave Maria",Pediatrics,48
2043,"Lambe, Camille Eckerd",School of Nursing,63
2044,"Lampel, Heather Pamela",Dermatology,18
2045,"Land, Kenneth C.",Sociology,66
2046,"Stallard, Patrick J. Eric",Social Science Research Institute,65
2047,"Landry, Michel Daniel",Community and Family Medicine,14
2048,"Lantos, Paul Michael",Medicine,39
2049,"Larrick, Richard P.",Fuqua School of Business,30
2050,"Wade-Benzoni, Kimberly A.",Fuqua School of Business,30
2051,"Soll, Jack B.",Fuqua School of Business,30
2052,"Lasch, Pedro",Art,3
2053,"Pendergast, Ann Marie",Pharmacology & Cancer Biology,49
2054,"Layton, Harold",Mathematics,36
2055,"Lew, Daniel Julio",Pharmacology & Cancer Biology,49
2056,"Moss, Robert Graeme",Mathematics,36
2057,"Le, Ngoc-Bich",Surgery,68
2058,"Lechler, Terry H.",Dermatology,18
2059,"Soderling, Scott Haydn",Cell Biology,10
2060,"Lee, Benjamin C",Electrical and Computer Engineering,26
2061,"Lee, Kun Shan",Asian and Middle Eastern Studies,5
2062,"Lee, Linda S.",Medical Education,38
2063,"Lee, Tong Hyon",Psychiatry & Behavioral Sciences,55
2064,"Peindl, Kathleen S.",Psychiatry & Behavioral Sciences,55
2065,"Wiener, Dana Nowicki",Anesthesiology,2
2066,"LeGrand, Sara H.",Duke Global Health Institute,21
2067,"Pence, Brian Wells",Community and Family Medicine,14
2068,"McAllaster, Carolyn",School of Law,62
2069,"Leight Jr., George Staples",Surgery,68
2070,"Leighten, Patricia",Art,3
2071,"Lentz, Aaron Claude",Surgery,68
2072,"Lesesky, Erin Bialas",Dermatology,18
2073,"Mithani, Suhail Kamrudin",Surgery,68
2074,"Linney, Elwood Albert",Molecular Genetics and Microbiology,40
2075,"Rosenthal, Mark Zachary",Psychiatry & Behavioral Sciences,55
2076,"Maggioni, Mauro",Mathematics,36
2077,"Westman, Eric Charles",Medicine,39
2078,"Lewin, Arie Y.",Fuqua School of Business,30
2079,"Li, Fang",Dermatology,18
2080,"Li, Fan",Statistical Science,67
2081,"Li, Jia",Economics,24
2082,"Zhang, Weiguo",Immunology,33
2083,"Zhu, Minghua",Immunology,33
2084,"Zhuang, Yuan",Immunology,33
2085,"Lieber, Laura Suzanne",Religious Studies,59
2086,"Lind, E. Allan",Fuqua School of Business,30
2087,"Perz Edwards, Alyssa",Biology,7
2088,"Luber, Bruce M.",Psychiatry & Behavioral Sciences,55
2089,"Lisberger, Stephen Gates",Neurobiology,42
2090,"Lischer, Richard",Divinity School,20
2091,"Liss, Jason Aaron",Ophthalmology,45
2092,"Litvintseva, Anastasia P.",Molecular Genetics and Microbiology,40
2093,"Livingston, Elizabeth Gresham",Obstetrics and Gynecology,44
2094,"Lo, Mbaye",Asian and Middle Eastern Studies,5
2095,"Turi, Jennifer Lilly",Pediatrics,48
2096,"Lombard, Frederick Wilhelm",Anesthesiology,2
2097,"Longino, Michele",Romance Studies,60
2098,"Yellen, Benjamin",Mechanical Engineering and Materials Science,37
2099,"Lopomo, Giuseppe",Fuqua School of Business,30
2100,"Marx, Leslie M.",Fuqua School of Business,30
2101,"Sun, Peng",Fuqua School of Business,30
2102,"McAdams, David",Fuqua School of Business,30
2103,"Lozier, M. Susan",Earth and Ocean Sciences,23
2104,"Ma, Li",Statistical Science,67
2105,"Machanavajjhala, Ashwinkumar Venkatanaga",Computer Science,15
2106,"MacIver, Nancie Jo",Pediatrics,48
2107,"MacPhail, Richard",Chemistry,11
2108,"Price, Marva L. Mizell",School of Nursing,63
2109,"Maddox, Randy L.",Divinity School,20
2110,"Robinson, Grant Alan",Surgery,68
2111,"Maggs, Bruce",Computer Science,15
2112,"Maguire, Lynn A.",Environmental Sciences and Policy,28
2113,"Makhulu, Anne-Maria B.",Cultural Anthropology,16
2114,"Maksimova, Elena A",Slavic and Eurasian Studies,64
2115,"Malcolmson, Steven Joseph",Chemistry,11
2116,"MALESKY, EDMUND James",Political Science,52
2117,"Malkin, Robert A.",Biomedical Engineering,8
2118,"Malone, David M.",Education,25
2119,"Tharwani, Haresh M.",Psychiatry & Behavioral Sciences,55
2120,"Mann-Wrobel, Monica C.",Psychiatry & Behavioral Sciences,55
2121,"Manos, Paul S.",Biology,7
2122,"Ota, David Masao",Surgery,68
2123,"Marcus, Jeffrey Robert",Surgery,68
2124,"Rubin, Geoffrey D",Radiology,58
2125,"Marshall Turman, Eboni",Divinity School,20
2126,"Marshall, David Evelyn",Divinity School,20
2127,"Martinez, Salutario",Radiology,58
2128,"Maselko, Joanna Asia",Psychiatry & Behavioral Sciences,55
2129,"Mason, Robert M.",Surgery,68
2130,"Massey, Edward Wayne",Neurology,43
2131,"Matchar, David Bruce",Medicine,39
2132,"Mathey-Prevot, Bernard",Pharmacology & Cancer Biology,49
2133,"Matory, James Lorand",Cultural Anthropology,16
2134,"Maurel, Arnaud Pierre",Economics,24
2135,"Mayer, Frederick W.",Sanford School of Public Policy,61
2136,"Venkatachalam, Mohan",Fuqua School of Business,30
2137,"Maziarz, Eileen",Medicine,39
2138,"Mazuka, Reiko",Psychology and Neuroscience,56
2139,"Mazumdar, Sucheta",History,32
2140,"McCarthy, Jeanette Just",Community and Family Medicine,14
2141,"McClay Jr., David R.",Biology,7
2142,"McCusker, John Henry",Molecular Genetics and Microbiology,40
2143,"McDevitt, Ryan Carty",Fuqua School of Business,30
2144,"Norris, John David",Pharmacology & Cancer Biology,49
2145,"McGlynn, Brian",Earth and Ocean Sciences,23
2146,"McGoff, Kevin Alexander",Mathematics,36
2147,"McGuinness, Gail Ann",Pediatrics,48
2148,"St. Geme III, Joseph William",Pediatrics,48
2149,"Stockman III, James Anthony",Pediatrics,48
2150,"McIntosh, Thomas James",Cell Biology,10
2151,"McLean, Heather Seabury",Pediatrics,48
2152,"Pan, Enhui",Neurology,43
2153,"McWilliam, Neil Finlay",Art,3
2154,"Meade, Kristin",Medicine,39
2155,"Medina, Miguel A.",Civil and Environmental Engineering,12
2156,"Mehen, Thomas C.",Physics,51
2157,"Springer, Roxanne P.",Physics,51
2158,"Mela, Carl Frederick",Fuqua School of Business,30
2159,"Meliones, Jon Nicolaos",Pediatrics,48
2160,"Merli, M. Giovanna",Sanford School of Public Policy,61
2161,"Morgan, S. Philip",Sociology,66
2162,"Moody, James",Sociology,66
